ID,Departamento,Categoria_Planta,Tipo_Planta,Temperatura_C,Humedad_Relativa_pct,Horas_Luz_Solar,pH_Suelo,Tipo_Suelo,Fertilidad_Suelo,Crecimiento_cm_semana,Cond_Temperatura,Cond_Humedad,Cond_Luz_Solar,Cond_pH,Cond_Suelo,Cond_Fertilidad,Condiciones_Optimas_Total,Estado_Crecimiento
4403,Magdalena,Hortaliza,Lechuga,23.4,79.4,9.9,6.81,Franco-Arcilloso,Alta,35.65,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
4404,Cauca,Cultivo Agrícola,Maíz,14.9,83.9,11.2,7.07,Arenoso,Media,6.86,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,1,Malo
4405,Cauca,Cultivo Agrícola,Trigo,26.2,84.9,13.1,7.44,Arenoso,Media,8.15,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
4406,Cauca,Hortaliza,Cebolla,28.1,52.1,12.0,6.18,Franco-Arcilloso,Media,43.03,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
4407,Bolívar,Cultivo Agrícola,Frijol,29.9,79.6,12.1,5.63,Arenoso,Alta,2.61,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,1,Malo
4408,Cauca,Cultivo Agrícola,Papa,12.4,83.1,4.4,4.87,Limoso,Media,57.02,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
4409,Cauca,Cultivo Agrícola,Sorgo,19.9,54.0,13.0,5.99,Arcilloso,Alta,29.15,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
4410,Huila,Planta Tropical,Plátano,24.8,83.4,9.1,6.01,Arcilloso,Media,26.48,Óptima,Óptima,Óptima,Óptima,No óptimo,Óptima,5,Excelente
4411,Santander,Cultivo Agrícola,Trigo,25.3,64.8,10.2,7.24,Franco,Alta,52.06,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
4412,Bolívar,Hortaliza,Pimentón,31.3,54.8,11.7,7.0,Arcilloso,Alta,19.74,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
4413,Meta,Hortaliza,Tomate,13.6,75.7,8.9,5.61,Franco-Arcilloso,Alta,61.07,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Bueno
4414,Cesar,Planta Tropical,Plátano,34.9,96.4,9.8,5.9,Franco-Arcilloso,Baja,12.73,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Baja,3,Regular
4415,Tolima,Planta Tropical,Plátano,22.0,70.7,11.8,6.93,Limoso,Alta,14.0,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
4416,Meta,Cultivo Agrícola,Arroz,27.7,82.0,6.8,4.67,Limoso,Alta,22.7,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Excelente
4417,Cauca,Planta Tropical,Palma,30.7,81.0,11.2,6.9,Arenoso,Media,29.17,Óptima,Óptima,Óptima,Fuera de rango,No óptimo,Óptima,4,Bueno
4418,Córdoba,Planta Tropical,Café,13.3,75.3,7.7,6.69,Franco-Arcilloso,Alta,35.02,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
4419,Bolívar,Hortaliza,Lechuga,26.2,66.0,5.9,6.93,Arenoso,Alta,29.41,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
4420,Tolima,Cultivo Agrícola,Arroz,24.0,63.0,4.2,4.96,Arcilloso,Media,19.01,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
4421,Huila,Cultivo Agrícola,Trigo,20.6,35.5,9.2,5.83,Arenoso,Alta,15.4,Óptima,Fuera de rango,Óptima,Fuera de rango,No óptimo,Óptima,3,Regular
4422,Tolima,Hortaliza,Pepino,25.6,91.3,5.5,6.27,Franco,Alta,65.46,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
4423,Nariño,Cultivo Agrícola,Maíz,20.9,43.4,12.9,6.41,Franco-Arcilloso,Baja,7.12,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,3,Regular
4424,Boyacá,Planta Tropical,Yuca,36.8,53.1,7.8,7.26,Arenoso,Media,12.27,Fuera de rango,Óptima,Óptima,Fuera de rango,No óptimo,Óptima,3,Regular
4425,Valle del Cauca,Cultivo Agrícola,Arroz,18.2,72.2,4.2,5.7,Arenoso,Media,8.06,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
4426,Cauca,Cultivo Agrícola,Frijol,24.4,53.7,10.3,6.89,Arenoso,Media,18.83,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Bueno
4427,Valle del Cauca,Planta Tropical,Palma,18.3,69.5,6.3,5.65,Arcilloso,Alta,27.83,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
4428,Huila,Cultivo Agrícola,Maíz,37.8,82.9,7.7,6.9,Franco,Baja,27.28,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Baja,3,Regular
4429,Meta,Hortaliza,Tomate,14.5,48.9,9.5,7.86,Limoso,Media,28.6,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,3,Regular
4430,Huila,Cultivo Agrícola,Trigo,15.6,60.3,11.4,5.65,Franco-Arcilloso,Media,20.65,Óptima,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,4,Bueno
4431,Antioquia,Cultivo Agrícola,Sorgo,30.1,52.6,9.9,5.94,Arcilloso,Baja,11.21,Óptima,Óptima,Óptima,Óptima,No óptimo,Baja,4,Bueno
4432,Bolívar,Cultivo Agrícola,Papa,13.7,86.1,11.7,5.38,Arcilloso,Alta,42.71,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
4433,Nariño,Cultivo Agrícola,Sorgo,35.9,81.6,8.8,7.35,Franco,Alta,55.26,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Bueno
4434,Cundinamarca,Hortaliza,Tomate,24.7,88.7,10.6,7.12,Arenoso,Baja,28.66,Óptima,Fuera de rango,Óptima,Óptima,No óptimo,Baja,3,Regular
4435,Magdalena,Planta Tropical,Cacao,18.7,55.5,10.0,6.86,Franco-Arcilloso,Baja,4.43,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,2,Malo
4436,Sucre,Cultivo Agrícola,Arroz,18.1,56.2,6.3,6.51,Franco,Alta,31.09,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,3,Regular
4437,Córdoba,Hortaliza,Cebolla,29.4,81.7,6.2,6.27,Limoso,Baja,23.22,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,2,Regular
4438,Meta,Hortaliza,Tomate,34.0,59.3,8.1,7.74,Arenoso,Media,6.74,Fuera de rango,Óptima,Óptima,Fuera de rango,No óptimo,Óptima,3,Regular
4439,Bolívar,Hortaliza,Tomate,13.9,78.6,9.8,5.18,Franco,Alta,32.37,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
4440,Huila,Cultivo Agrícola,Trigo,20.6,69.9,8.3,7.97,Arenoso,Baja,11.12,Óptima,Óptima,Óptima,Fuera de rango,No óptimo,Baja,3,Regular
4441,Santander,Planta Tropical,Caña de azúcar,24.2,86.9,9.1,5.06,Franco-Arcilloso,Baja,31.27,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Baja,4,Bueno
4442,Antioquia,Hortaliza,Cebolla,27.3,63.0,7.6,7.22,Franco,Media,21.23,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
4443,Antioquia,Planta Tropical,Yuca,20.4,70.4,8.9,5.15,Arenoso,Media,52.46,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
4444,Magdalena,Planta Tropical,Plátano,33.8,85.9,4.3,7.37,Franco,Alta,38.28,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
4445,Bolívar,Hortaliza,Zanahoria,13.6,49.0,5.2,5.55,Limoso,Media,19.76,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
4446,Nariño,Planta Tropical,Plátano,21.9,86.0,4.4,7.26,Arenoso,Media,2.8,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
4447,Valle del Cauca,Hortaliza,Pepino,20.4,56.0,11.9,6.31,Franco-Arcilloso,Media,36.82,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
4448,Huila,Cultivo Agrícola,Sorgo,29.4,43.6,10.1,6.4,Limoso,Alta,57.33,Óptima,Óptima,Óptima,Óptima,Óptima,Óptima,6,Excelente
4449,Córdoba,Cultivo Agrícola,Frijol,25.4,65.6,7.9,7.9,Limoso,Alta,51.11,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Bueno
4450,Córdoba,Hortaliza,Pepino,33.5,73.4,10.2,6.55,Arcilloso,Alta,52.75,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
4451,Valle del Cauca,Planta Tropical,Plátano,25.2,97.7,12.5,6.05,Franco-Arcilloso,Media,49.53,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
4452,Tolima,Hortaliza,Tomate,22.3,64.9,7.5,5.9,Arenoso,Alta,51.79,Óptima,Óptima,Óptima,Óptima,No óptimo,Óptima,5,Excelente
4453,Boyacá,Hortaliza,Zanahoria,12.1,60.4,9.1,6.94,Franco,Baja,22.2,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Baja,3,Malo
4454,Antioquia,Hortaliza,Pimentón,26.4,41.4,5.8,7.31,Franco-Arcilloso,Baja,22.61,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,3,Malo
4455,Nariño,Cultivo Agrícola,Frijol,14.3,68.4,8.3,7.01,Arcilloso,Alta,24.99,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
4456,Cesar,Hortaliza,Cebolla,21.0,62.2,10.2,7.54,Limoso,Media,22.37,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Bueno
4457,Córdoba,Planta Tropical,Café,23.3,57.8,4.9,4.9,Arenoso,Media,31.38,Óptima,Fuera de rango,Óptima,Fuera de rango,No óptimo,Óptima,3,Bueno
4458,Antioquia,Cultivo Agrícola,Frijol,14.7,56.3,7.5,7.12,Limoso,Alta,46.48,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Bueno
4459,Nariño,Planta Tropical,Palma,23.7,72.3,7.3,4.41,Arcilloso,Baja,24.49,Fuera de rango,Óptima,Óptima,Fuera de rango,No óptimo,Baja,2,Malo
4460,Córdoba,Planta Tropical,Caña de azúcar,33.0,49.9,9.4,7.69,Limoso,Baja,13.42,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Baja,3,Regular
4461,Sucre,Cultivo Agrícola,Trigo,11.7,51.6,8.0,6.3,Franco-Arcilloso,Media,55.5,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Bueno
4462,Valle del Cauca,Planta Tropical,Cacao,34.6,55.3,2.6,6.52,Franco-Arcilloso,Baja,20.75,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,2,Malo
4463,Nariño,Planta Tropical,Cacao,27.6,62.6,6.6,5.86,Arenoso,Alta,23.77,Óptima,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,4,Regular
4464,Sucre,Planta Tropical,Caña de azúcar,23.5,77.4,7.3,5.27,Arenoso,Baja,4.19,Óptima,Óptima,Óptima,Fuera de rango,No óptimo,Baja,3,Malo
4465,Huila,Cultivo Agrícola,Frijol,30.8,63.0,12.0,7.51,Arenoso,Media,4.43,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
4466,Cundinamarca,Cultivo Agrícola,Maíz,18.5,78.6,7.9,6.18,Arcilloso,Alta,33.19,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
4467,Santander,Cultivo Agrícola,Frijol,30.5,48.6,10.0,5.79,Limoso,Media,19.44,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,3,Regular
4468,Nariño,Cultivo Agrícola,Sorgo,39.5,60.9,7.8,7.69,Arcilloso,Alta,21.17,Fuera de rango,Óptima,Óptima,Fuera de rango,No óptimo,Óptima,3,Regular
4469,Cauca,Hortaliza,Pimentón,32.1,43.0,7.4,6.25,Arenoso,Alta,9.36,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,3,Regular
4470,Sucre,Hortaliza,Lechuga,7.0,59.1,5.7,7.37,Limoso,Alta,39.33,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
4471,Cesar,Cultivo Agrícola,Papa,4.9,63.5,9.5,5.84,Franco,Baja,8.48,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Baja,4,Bueno
4472,Meta,Cultivo Agrícola,Papa,20.7,81.4,9.1,6.17,Limoso,Media,63.51,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Bueno
4473,Valle del Cauca,Hortaliza,Pimentón,31.2,81.7,12.8,5.82,Franco-Arcilloso,Baja,1.5,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Baja,1,Malo
4474,Santander,Hortaliza,Pepino,24.4,55.9,5.4,6.35,Franco-Arcilloso,Media,13.62,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
4475,Nariño,Hortaliza,Pimentón,32.0,88.1,5.9,7.7,Franco,Baja,14.18,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Baja,1,Malo
4476,Meta,Hortaliza,Pepino,22.9,83.0,13.6,6.91,Arcilloso,Media,42.55,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Regular
4477,Santander,Cultivo Agrícola,Papa,14.2,70.2,6.7,4.74,Arenoso,Media,29.13,Óptima,Óptima,Óptima,Fuera de rango,No óptimo,Óptima,4,Regular
4478,Sucre,Cultivo Agrícola,Trigo,17.7,79.9,14.0,7.86,Arcilloso,Media,27.1,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
4479,Tolima,Cultivo Agrícola,Sorgo,36.7,50.4,9.3,5.8,Franco,Media,26.49,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
4480,Tolima,Hortaliza,Lechuga,23.1,82.9,6.6,5.82,Franco-Arcilloso,Baja,9.83,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Baja,2,Malo
4481,Tolima,Hortaliza,Pimentón,20.7,70.1,8.2,7.25,Franco,Media,30.36,Óptima,Óptima,Óptima,Óptima,Óptima,Óptima,6,Excelente
4482,Sucre,Planta Tropical,Caña de azúcar,31.7,78.4,6.0,5.24,Limoso,Alta,44.91,Óptima,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,4,Excelente
4483,Meta,Cultivo Agrícola,Frijol,12.1,52.6,5.1,7.97,Franco-Arcilloso,Baja,25.98,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Baja,2,Malo
4484,Santander,Hortaliza,Lechuga,17.0,54.1,7.2,6.71,Franco-Arcilloso,Media,13.33,Óptima,Óptima,Óptima,Óptima,Óptima,Óptima,6,Excelente
4485,Antioquia,Hortaliza,Lechuga,27.7,77.7,9.1,5.85,Franco,Alta,4.99,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,2,Malo
4486,Boyacá,Cultivo Agrícola,Maíz,27.5,57.3,7.1,5.78,Franco,Baja,41.63,Óptima,Óptima,Óptima,Óptima,Óptima,Baja,5,Excelente
4487,Bolívar,Planta Tropical,Plátano,36.7,74.1,12.9,5.76,Arcilloso,Alta,22.9,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Regular
4488,Magdalena,Hortaliza,Pimentón,24.4,81.9,12.6,7.32,Arenoso,Media,30.32,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
4489,Huila,Hortaliza,Tomate,19.2,67.4,13.1,7.51,Limoso,Media,20.79,Óptima,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,4,Bueno
4490,Cundinamarca,Cultivo Agrícola,Sorgo,40.7,83.6,8.0,5.0,Limoso,Media,15.42,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,3,Regular
4491,Nariño,Cultivo Agrícola,Frijol,29.4,57.7,5.1,6.52,Limoso,Alta,13.67,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
4492,Sucre,Planta Tropical,Palma,37.7,82.1,10.7,5.8,Franco-Arcilloso,Media,11.87,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
4493,Nariño,Planta Tropical,Yuca,29.7,54.1,12.8,5.68,Arenoso,Alta,46.21,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Bueno
4494,Santander,Cultivo Agrícola,Arroz,40.9,66.6,9.7,5.54,Franco,Baja,21.34,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,2,Malo
4495,Magdalena,Planta Tropical,Caña de azúcar,21.1,69.7,9.6,6.24,Arenoso,Media,20.22,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
4496,Cauca,Cultivo Agrícola,Maíz,17.8,87.3,12.9,6.95,Limoso,Baja,15.29,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,2,Malo
4497,Cesar,Hortaliza,Zanahoria,15.1,74.4,5.9,5.43,Arenoso,Alta,35.85,Óptima,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,3,Bueno
4498,Boyacá,Planta Tropical,Yuca,26.6,52.9,12.8,5.95,Limoso,Alta,18.14,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
4499,Antioquia,Planta Tropical,Caña de azúcar,23.0,87.0,9.2,6.64,Franco-Arcilloso,Alta,63.88,Óptima,Óptima,Óptima,Óptima,Óptima,Óptima,6,Excelente
4500,Meta,Hortaliza,Pepino,16.5,46.0,13.2,5.86,Franco-Arcilloso,Baja,5.26,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,2,Malo
4501,Cundinamarca,Hortaliza,Pepino,24.8,70.4,10.2,6.64,Arcilloso,Baja,26.48,Óptima,Óptima,Óptima,Óptima,No óptimo,Baja,4,Regular
4502,Sucre,Hortaliza,Cebolla,25.7,66.3,6.6,7.48,Arenoso,Media,17.94,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
4503,Huila,Cultivo Agrícola,Trigo,11.6,30.9,5.1,6.24,Limoso,Alta,44.54,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
4504,Huila,Cultivo Agrícola,Arroz,32.0,63.2,9.3,6.26,Arenoso,Alta,39.5,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
4505,Tolima,Cultivo Agrícola,Maíz,28.8,57.7,5.3,7.5,Limoso,Media,47.03,Óptima,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,4,Regular
4506,Huila,Planta Tropical,Café,12.9,59.7,6.5,4.88,Franco-Arcilloso,Media,43.45,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,3,Regular
4507,Tolima,Planta Tropical,Yuca,30.6,47.5,11.8,7.27,Arcilloso,Alta,12.11,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
4508,Nariño,Cultivo Agrícola,Maíz,20.2,58.8,7.9,5.09,Franco,Baja,41.52,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Baja,4,Bueno
4509,Meta,Cultivo Agrícola,Maíz,29.7,59.2,4.8,5.53,Franco,Baja,52.87,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Baja,4,Bueno
4510,Tolima,Planta Tropical,Yuca,40.4,71.1,8.7,6.12,Arenoso,Media,39.92,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
4511,Bolívar,Hortaliza,Cebolla,20.5,74.6,10.2,6.54,Franco-Arcilloso,Media,32.31,Óptima,Óptima,Óptima,Óptima,Óptima,Óptima,6,Excelente
4512,Sucre,Planta Tropical,Café,18.2,82.8,8.8,6.05,Arcilloso,Media,36.73,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Bueno
4513,Tolima,Planta Tropical,Plátano,33.5,81.4,9.9,5.7,Limoso,Baja,15.44,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Baja,4,Bueno
4514,Cesar,Hortaliza,Zanahoria,20.8,80.3,6.6,5.82,Arenoso,Media,42.42,Óptima,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,4,Bueno
4515,Córdoba,Planta Tropical,Café,25.2,82.1,8.5,5.0,Limoso,Baja,30.82,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Baja,3,Regular
4516,Meta,Cultivo Agrícola,Frijol,20.1,64.8,7.6,6.64,Arcilloso,Alta,73.38,Óptima,Óptima,Óptima,Óptima,No óptimo,Óptima,5,Excelente
4517,Boyacá,Cultivo Agrícola,Frijol,21.7,51.6,5.1,7.8,Arcilloso,Baja,7.95,Óptima,Óptima,Fuera de rango,Fuera de rango,No óptimo,Baja,2,Malo
4518,Boyacá,Hortaliza,Pimentón,27.8,64.9,13.0,5.95,Arenoso,Baja,4.67,Óptima,Óptima,Fuera de rango,Fuera de rango,No óptimo,Baja,2,Malo
4519,Cauca,Cultivo Agrícola,Papa,18.4,91.3,9.3,5.19,Limoso,Media,53.37,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Óptima,5,Bueno
4520,Tolima,Planta Tropical,Yuca,36.8,64.3,6.4,6.34,Arenoso,Baja,11.02,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Baja,2,Malo
4521,Cauca,Cultivo Agrícola,Papa,16.9,48.0,8.1,4.44,Arenoso,Baja,32.88,Óptima,Fuera de rango,Óptima,Fuera de rango,No óptimo,Baja,2,Regular
4522,Huila,Hortaliza,Zanahoria,18.6,72.6,5.3,6.74,Franco-Arcilloso,Alta,52.25,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
4523,Sucre,Cultivo Agrícola,Papa,19.6,64.6,12.8,6.91,Arenoso,Media,19.27,Óptima,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,3,Regular
4524,Santander,Cultivo Agrícola,Papa,12.2,59.5,12.6,4.87,Franco,Media,21.27,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
4525,Antioquia,Cultivo Agrícola,Maíz,17.4,85.7,12.7,6.83,Arcilloso,Media,13.24,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
4526,Nariño,Hortaliza,Zanahoria,10.5,82.6,9.2,5.71,Arenoso,Baja,3.74,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Baja,1,Malo
4527,Cundinamarca,Planta Tropical,Plátano,33.6,65.7,7.8,6.86,Limoso,Alta,36.55,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Bueno
4528,Meta,Planta Tropical,Cacao,33.4,70.8,5.3,5.28,Franco,Media,41.96,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
4529,Cundinamarca,Cultivo Agrícola,Arroz,25.5,76.0,6.2,5.53,Arcilloso,Baja,40.93,Óptima,Óptima,Óptima,Óptima,No óptimo,Baja,4,Bueno
4530,Bolívar,Hortaliza,Pepino,22.8,81.0,10.2,6.32,Arenoso,Media,51.74,Óptima,Óptima,Óptima,Óptima,No óptimo,Óptima,5,Excelente
4531,Huila,Planta Tropical,Plátano,26.8,80.5,6.5,6.22,Arenoso,Media,21.23,Óptima,Óptima,Óptima,Óptima,No óptimo,Óptima,5,Excelente
4532,Huila,Cultivo Agrícola,Sorgo,18.2,61.9,12.7,7.13,Franco-Arcilloso,Baja,16.29,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Baja,3,Regular
4533,Bolívar,Planta Tropical,Cacao,16.3,62.5,5.7,5.0,Limoso,Media,46.3,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Regular
4534,Bolívar,Planta Tropical,Caña de azúcar,32.7,98.8,13.9,6.53,Franco,Media,49.96,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
4535,Tolima,Cultivo Agrícola,Sorgo,24.0,57.2,7.6,7.76,Franco-Arcilloso,Alta,55.73,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Bueno
4536,Magdalena,Cultivo Agrícola,Maíz,35.2,36.3,7.4,6.72,Arenoso,Alta,28.75,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,3,Regular
4537,Cauca,Cultivo Agrícola,Papa,10.3,76.6,9.9,4.86,Franco-Arcilloso,Media,56.88,Óptima,Óptima,Óptima,Óptima,Óptima,Óptima,6,Excelente
4538,Bolívar,Cultivo Agrícola,Maíz,29.7,81.3,6.1,7.12,Franco,Baja,39.83,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Baja,3,Regular
4539,Huila,Hortaliza,Lechuga,26.2,62.9,3.3,6.23,Arcilloso,Alta,5.32,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
4540,Sucre,Hortaliza,Pepino,17.5,61.9,10.5,7.19,Franco,Alta,8.37,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
4541,Cauca,Cultivo Agrícola,Maíz,22.0,76.7,11.7,6.04,Limoso,Media,61.51,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
4542,Santander,Planta Tropical,Cacao,24.5,93.3,2.6,6.93,Arenoso,Alta,19.78,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,3,Malo
4543,Magdalena,Planta Tropical,Palma,20.3,93.9,8.0,4.7,Franco-Arcilloso,Baja,14.43,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Baja,3,Regular
4544,Cundinamarca,Cultivo Agrícola,Maíz,18.8,51.9,6.9,7.48,Arcilloso,Alta,20.88,Fuera de rango,Óptima,Óptima,Fuera de rango,No óptimo,Óptima,3,Regular
4545,Cesar,Planta Tropical,Plátano,37.9,73.4,11.5,6.68,Franco-Arcilloso,Alta,9.98,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
4546,Santander,Planta Tropical,Plátano,25.4,65.8,6.5,6.61,Franco,Baja,52.45,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Baja,4,Bueno
4547,Sucre,Planta Tropical,Caña de azúcar,19.3,70.6,12.0,5.47,Arcilloso,Alta,39.6,Fuera de rango,Óptima,Óptima,Fuera de rango,No óptimo,Óptima,3,Regular
